IdPost,Content
50055737,"I would like this pack if i can, Thanks."
13408125,Well this name is like a girls name so I don't think a guy will actually purchase this.
21010094,"Thank you very much Phex, when I purchased your file storage I was amazed at that! I couldn't not purchase this offer. You're amazing at managing your sales and here's proof of him PMing me my FTP and C-Panel Details! I sent him the money and a few moments later I got this PM.

Spoiler ***LINK***(Click to View)[javascript:void(0);]***LINK***[img]http://desmond.imageshack.us/Himg441/scaled.php?server=441&filename=phexpackage4proof.png&res=medium[/img]"
46857271,"Thanks for the pack, really appreciated!"
50045231,"***LINK***https://hackforums.net/showthread.php?tid=4968529[https://hackforums.net/showthread.php?tid=4968529]***LINK***

Big guide on learning the 'trade'

Pic packs are all over HF, find some."
49593764,can i get the pass man....may have to change my pack
505579,"***CITING***[https://hackforums.net/showthread.php?pid=123000#pid123000]***CITING***

Thanks, itlar.. one of the best downloads i've seen in months. but does it really do 12 mill per second?***IMG***[images/smilies/tongue.gif]***IMG******IMG***[images/smilies/non.gif]***IMG***.... Anyway, I got a file i need to unpack..it's in rar 2.9-3.xx. Was wondering you can help me with it, i can't PM you yet... can i email you? the files a goodie tho..***IMG***[images/smilies/devlish.gif]***IMG***"
46688289,I don't think personally that she would be pregnant but there is always that underlying chance.
46637690,"***CITING***[https://hackforums.net/showthread.php?pid=46636101#pid46636101]***CITING***

try 5 days, semen stays alive for 5 days inside. She would be ovulating 12 days after her period so its a possibility op."
46683610,"***CITING***[https://hackforums.net/showthread.php?pid=46683589#pid46683589]***CITING***

I remember the whole #cutforbeiber thing. lmfao. 

HIS GIRLFRIEND WAS THAT. A GIRLFRIEND. NOT A WIFE. There are millions of fish in the sea just like there are BILLIONS of females in the world. It's not that difficult to find another one unless you're moping about the 1/1000000 you've lost.

depressed people live in the past. never in the current day."
20251927,"hey i need the reseller pack but one ask , 30gb seems low or not?"
13918613,thass that pro exploit pack lol
49833956,Cassie looks like a girl that could make me some money! Would love to know the password!
46665481,"Just a quick rant on some recent BS drama in my failed love life.

So about a month ago I had my heart crushed by the love of my life. If you feel like reading an extremely long depressing story its here:
***LINK***https://hackforums.net/showthread.php?tid=4815000[https://hackforums.net/showthread.php?tid=4815000]***LINK***

Anyways, back to the main point, quick summary of what happened since the break up 6 weeks ago.

GF of 2 years broke up with me over some bs, and proceeded to spend lots of time with some guy and a few other friends who were horrible influences on her (constantly encouraging her to drink and do all sorts of drugs), but we kept talking as friends and she constantly reassured me she wasn't moving on and 'maybe' one day we can work things out, and she of course reassured me this 'guy' was just a close friend and nothing more.

Fast forward a few weeks she starts officially dating him, and I find out they've already been fucking, etc since the first week of our break up, so she essentially lead me on for weeks just to use me as a back up plan. I got mad af said fuck you, and started to move on myself and started seriously talking to another girl. The ex found out and basically came back crying saying she really wants to give us another try, etc that she just needs some time. That was about two weeks ago. She then agreed to not even talk to the 'guy' from before until she could get her head straight. Then about a week ago she decides she really wants to be with me and says she's going to end it with this other guy, we start talking alot more and things are going decent, but I want to meet up in person more frequently as we haven't had time yet to actually discuss anything serious and she was basically too scared to meet up as she knows she's really fucked up alot, even though I reassured her we would calmly discuss it all not fight.

I eventually snapped this morning because she said some BS to me and I called her out on it all, then she gets mad at me despite all of the bullshit she has put me through, and says she wants to talk again later after she's calmed down, I said alright that's fine I understand, etc.

So 6 hours go by, and 10 mins before I go to work I call her since i haven't heard from her since, and turns out she's hanging out with this guy now, and then pretty much hangs up before I can say anything at all, then I proceed to work the longest most stressful shift ever, upon getting off at midnight I still haven't heard from her, cried for about an hour because I was sad about it all and had my heart stomped out for the second time, then it hit me and I honestly just got really fucking mad and realized all the sick twisted shit she has done to me.

I think I am officially done with love, at least for a few years, I don't feel like going through this bullshit drama anymore and honestly can't take getting crushed like this again.

Anyways that's just my quick BS rant on the drama affiliated with 'love'"
40912345,"I'm just going into my senior year of High School. My Junior year I did Exploration 1 and Discovery 1 of the Cisco Curriculum. I also learned a bunch of stuff towards my A+ Certificate. Cisco was REALLY fun. I had a great time going through the curriculum. PacketTracer is a program you will get very familiar with. I can not stress enough how much I enjoyed this course!

Depending on what curriculum(s) you will be going through, I can and willingly will help you."
49797272,"I would really enjoy this pack, thanks bro"
49797267,"Thanks for the contribution, could i grab this pack please?

Deconstructionist ***IMG***[images/smilies/pirate.gif]***IMG***"
19690217,"i got my small hotsing pack..wow.. ur site is awesome.. :)
than for the gre8 support"
49854953,"Hello,

How do you check if a pack is unsaturated? And if you think you have one can you link a imgur on it and I will try to find it."
49805604,"Just need a not so common pack, not asking for the earth just a pack that isnt too saturated as I cba to pm everyone and wait 12 hours before I get a reply 

I wont leak or anything stays between us 


thank you."
12112750,What os do the VPS packages normally come with? I'm highly interested in a Linux.
13274868,"I got 1 160 MS Codes for sale and I'm selling it for a $1 through paypal gift. I got it from the Black Ops Annihilation Map pack. If you're interested, message me or comment below.

I WILL NOT GO FIRST."
49713968,pm me this pack OP thanks in advance :D
13451122,"Yeah I have her setup too.

(^0^)"
49755158,Tell her you are staff on a technology forum and get paid in free items sometimes
24199555,sent you the pack ! hope you like good luck !
23995445,"Would love to have this pack :D

Thanks. 

Very fast reply. Agein, thanks alot."
39064257,"***CITING***[https://hackforums.net/showthread.php?pid=39047409#pid39047409]***CITING***

Whats your Problem in this pack are only Text files?"
49717671,"***CITING***[https://hackforums.net/showthread.php?pid=49716131#pid49716131]***CITING***

a ewhore pack from screenshots of a cam show.. sounds really shitty"
49307175,"Have you helped the eWhore community?
If so how (Provide links of threads):Yes

How old are you?17

How long have you been eWhoring?5 months

How much do you make averagely PER Day? PROVIDE PROOF WITH YOUR HF USERNAME NEXT TO IT WITH YOU LOGGED IN. MUST BE CONSTANT FOR AT LEAST 3 DAYS! Around $50

Do you prefer FREE or PAID packs?Any its all about the SE

What do you use (Kik, Skype, Etc...)?KIK

Have you ever helped anyone eWhore?Yes

How many hours do you put in each week?
20
Do you go to school?Yes"
13289864,"Gamertag : UTV x JTC

10th All Cods.
4th Blackops

Everything Unlocked.

433,000+ Gamerscore.

Most Map Packs.

Taking Offers.

For Proof:

[IMG]http://i1141.photobucket.com/albums/n593/COOPZGFX/2.png[/IMG]

Contact Gamertag: Im Jammy


Thankyou"
49694832,"Have you helped the eWhore community?
If so how (Provide links of threads):

How old are you? 16

How long have you been eWhoring? 7 days

How much do you make averagely PER Day? PROVIDE PROOF WITH YOUR HF USERNAME NEXT TO IT WITH YOU LOGGED IN. MUST BE CONSTANT FOR AT LEAST 3 DAYS! 150

Do you prefer FREE or PAID packs? Free

What do you use (Kik, Skype, Etc...)?Kik and Skype

Have you ever helped anyone eWhore? No

How many hours do you put in each week? 15

Do you go to school? No"
48269530,Nice pack looks like it will be a good one
49678769,"idk why would you buy ewhore packs i make my HQ packs by my own
never pay for something unless you really cant do"
49674212,I have mutiple photos are the exact same girls and even photos the reason I have an anime avatar is so that I can change the girl I'm using if I find a different one yet keep my regulars x
49636494,"tell her you are secretly into girls, swap pics and make a premium pack that you can sell to people or just use for another kik"
21036988,"***CITING***[https://hackforums.net/showthread.php?pid=21036957#pid21036957]***CITING***

Yeah, Ive had 4GB of Ram, and ran fine for gaming, I recently upgraded to 8GB(20min ago) Just for Minecraft texture packs."
49420144,Did you start making the pack? Interested...
49616008,"This is almost ready to launch.

I have all the pictures and videos.

I'm just waiting for the fakeproof.c99 support.

This is going to be a very epic, very exclusive pack."
46666090,"Hahaha all the people talking about video games.
If she's being as dull as a blunt object, I'll take longer to reply--even ignore her for a little while."
46664610,"Depends on how intense / interesting the conversation is.
If she sends me a text which may come off as insulting or flattering, I'll wait a bit.

Otherwise I'll respond fairly quick or not respond at all if it's boring."
46658845,"Thanks for the kind words, guys. She is ready, and I am so happy to have seen her so peaceful. I am really sorry about the novel. I just find writing a great release."
33361361,Would love this pack to make me some money :)
49576559,"Make sure you have a video of her waving and saying ""hi""."
13089433,Looking for someone with an exploit pack (BH is preferred). I will be iFraming a site that gets 150k view daily and I need someone with a good pack to get the bots.
49586704,"Thanks a lot for the site, has many different girls. I haven't seen many of them before so it's quite unsaturated."
49560243,I have many faceless video and a couple that might match your girl hmu if interested.
49534229,"***CITING***[https://hackforums.net/showthread.php?pid=49534161#pid49534161]***CITING***

Become a COD community e-girl. Easiest shit in the FUCKING WORLD."
51172024,"It's not sexist saying girls are stupid when it comes to this. Most of the ratting community is males, therefor girls are statistically an easier target than males."
49475415,"***CITING***[https://hackforums.net/showthread.php?pid=49474966#pid49474966]***CITING***
you go under ""Personals - woman seeking men"""
14533296,could i get this pack. PMing you now
15225966,"Pm'ing you now for the pack

Thanks in advance"
16117502,"Just getting started.  Would love a great pack.  Sending you a PM.
Blah.  Didnt know I needed 10 posts to PM.  So here's #10.  Pm incoming."
17645781,"Ohhh, snap... i want this pack! :)
Pming you now... <3"
21851257,"id like this package plz, thanks in adavance"
49343335,me can i have the  pack pls pls pls pls
21867797,Can i have the pack please? Many thanks
21922081,"May i be able to get my hands on this pack?

Thanks in advance."
12606985,"***CITING***[https://hackforums.net/showthread.php?pid=12603548#pid12603548]***CITING***

Yup exactly them. I was on it too, I was Emanuel. D: But I grew out of it, these guys continue to be faggets and can't learn shit.

Check this out WiFi threaten me it's so fucking funny ---> 
Code:
***CODE***[YO FROZE ITS WIIWII FUCKING FAGGET U BLOCKED ME ON AIM EH WELL IM COMMING DOWN TO NEW YORK NEXT MONTH ME AND JAKE AND WE GOING TO BEAT YOUR ASS STOP FUCKING TROLLING THREADS JAKE IS MY FRIEND AND HE WAS KEY WORD WAS YOUR FRIEND A WHILE AGO]***CODE***

I laughed so fucking hard. 

I mean Wiiwii is an ugly bastard with a dented afro, that's not even a fucking good one, like fix your shit. Who wears baggy ass fucking shirts from 2005. Who says nigga because his dad was a black muslim and his mom wear a hood.

Who still hasn't gotten a girl friend and eats more than 60 boxes of pizza a month. Who is over weight and his fucking fist are like peter all fucking fat. 

Check this out, your going to laugh. WHO HAS IN HIS FUCKING USER CONTROL PANEL NOTE PAD, GOALS: and one of them is ""GET LAID BY A SEXY CHICK"". Yea wiiwii I fucking remember when I teamviewer'ed you and you were laughing when I read it, and told me to shut up like a fucking man with a pussy. 

Wiiwii & Jake I wish you would come to fucking New York. Not NYC, I'm from Brooklyn, come to East New York. This isn't fucking Missouri. First thing people are gunna laugh about you is your fucking ugly ass afro.


***CITING***[https://hackforums.net/showthread.php?pid=12604930#pid12604930]***CITING***

Oh shut the fuck up Unreal.

I really don't give a shit about you. You can run off and go play.

This is ABC and D. Not G, so gtfo.

Your just mad cause I won't take my -3 away. So you call me a hf nerd. One again I'll tell you my fucking schedule.

White Hat's HackForums - Schedule

1 hour out of 8 hours during school.
I than get on after school at 4 P.M. for about  1 - 2:30 hours. 
I than come back at 7 or 8 till 11 - 12 at knight. So yea STFU.

I get on to talk to friends. And own faggs who think they know a bit of anything."
22389802,"Seems like a nice pack me gutsa and me want, will be waiting for a message."
22438533,"Sent too both of you, enjoy the package guys :) ***IMG***[images/smilies/blackhat.gif]***IMG***"
12661847,"***CITING***[https://hackforums.net/showthread.php?pid=12661722#pid12661722]***CITING***
Well why are you denying everything that Froze said? Btw you're not a cool because you've had 3 girls this year already.. it proves that you're 13 and you have these 'mini'-relation ships. get over it kid and become a real man."
12661722,Froze bitch geuse what? I have a girlfreind and had 3 this year and i dont spend all day on xbl fagget.
25453791,this is only safe if you can firewall upnp skype packets wont be handled by tor properly otherwise
49386280,"Guys this is 4 years old.
And OP's account is closed.
I don't think he's going to send you the pack now.
(Sorry for grave-digging even more)"
31927802,"The only thing safe about it is that someone will not have your IP for DDoS. Whoever is at the end of your trail, aka the exit node, before your packets hit the real net can be listening and recording every keystroke/skype call you have."
49323087,Can I get the pack? Thanks.
49328711,can i get the pack please :D
39424779,"hey. i am interested in buying this! are there also some picture packs? or only the guide, how to do?
do i need to invest money into this?"
49369214,"Seems pretty cool, would like to try this pack!"
49333124,Tell her you sell her nudes to old pervs.
49251408,"***CITING***[https://hackforums.net/showthread.php?pid=49194528#pid49194528]***CITING***

Highly interested in these packs, Thanks in Advanced OP!***IMG***[images/smilies/pirate.gif]***IMG******IMG***[images/smilies/pirate.gif]***IMG***"
49215825,Don't use your real girlfriend.  Have some respect for her.  She can get the same results with a pack.
49133856,"***CITING***[https://hackforums.net/showthread.php?pid=49124112#pid49124112]***CITING***

The best ewhores could be the best actors in Hollywood (or Bollywood) if they wanted to. It's all about becoming a character for 1, 2, 3, 4 or however many hours a day that you do it. 

And just like some actors, there are people that can't handle it. To be honest, not everyone can do this. It's more than just getting a pack, getting traffic and SE'ing people."
49220280,"Hi all needing some basic E-whore guidance, i used to to do this around 2 years ago and was semi-successful now all i get is big hairy dicks in my face with no intention to pay up.

Any advice i am using VCW's aswell as picture packs but nothing is working

Thanks"
49215758,Can get this packs thanks :)
49211866,"She can make feet packs, and sell them."
49211499,I'm currently earning 500$day with a highly saturated pack !
49207967,"Use a saturated pack long enough to make enough money to pay a girl to create the custom pack that you want. Whether you know it or not, it's very easy to find girls to do this.  And it isn't that expensive either."
49207813,see fucked up thing is thats say the guys that didnt really know or said she was 18 i know those are slim to non but there life = rekt and her ass need charged with creating a distributing child porn
49207447,Hopefully she'll release an eBook or picture packs
53611642,"You forgot to mention you need a wireless card capable of packet injection. Without which, this is useless."
49168745,"Well done, your unsaturated pack will now be overused. If i were you, i'd let 10-20 people use it at most :D. Just my 2 cents, but you get a rep from me for sharing, even though i don't need it.

Cheers!"
49057550,"Hi mate..seems ur PM box is full...i really appreciate your contribution. Please send me the pack link.

Thanks."
49168937,"***CITING***[https://hackforums.net/showthread.php?pid=49168745#pid49168745]***CITING***

I don't mind that people will use it because I have some unsaturated packs for myself. I hope that people will make some good money from it! And...many, many thanks for the rep you gaved me!"
47240077,"***CITING***[https://hackforums.net/showthread.php?pid=47240040#pid47240040]***CITING***

Sorry lmfao, packed the bowl not long ago.

> VPN's are NOT allowed on HF, and you can't access the site with one.
> Looking for VPN that I can have on 24/7 but still go on HF with.

Basically an option to whitelist HF whilst being connected to the VPN."
39752717,"The first contest I won was one for some wireless Beats by Dre headphones, a week after that I got a nice I think it's a backpack or something lol but it looks like a NOS bottle, also won a lot of gift cards ranging from $25 - $100.  It all depends."
12422516,there 2 types of shells 1 is c99.php if you get it upload on a sever you can control the whole sever files sql then there are shell.php or as most people call them green shell they send pp witch is packets per second witch is data to hit off a sever or home internet connection
9093323,"I think there's a more efficient program that already exists, facebook blaster was it?

Either way there's no need to simulate mouse clicks, just slows the process down ;\. There should be a way to do this solely through packeting."
49125191,"***CITING***[https://hackforums.net/showthread.php?pid=49125167#pid49125167]***CITING***

I thought the same when she blocked me.
But now I think both girls are fake"
49069982,everyone who has Posted AND P'med me has received the pack. 13 left.
47114216,Lol you talented girl just got beat ?!
49111419,"Hey, latinas are nice, I'd like this pack, pm me, thanks :)"
49110608,"Hi Kali, could you please send me this pack? thanks."
49065548,"If you pay me I will teach you...

But I would suggest you get unsaturated pack."
49052215,Isn't Landon a boy's name? Anyways this is a really good pack thank you for the share.
49052012,won't even lie...landon is about the hottest girl i've ever seen....dang
49048620,Can you pm me this pack ? Thanks in advance !
2817697,Thanks great hack pack.
48953017,hey can i get this pack. thanks man!
39602969,sup Taserz think you can provide a new link or PM for the pack Thanx in advanced
48961768,sent everyone the pack :) enjoy!
54657389,"Not like hitting the dog, but I've heard he takes pictures of his dog having sex with women. I guess to some people that may not constitute abuse, but I think it is abuse in most cases."
28549892,Thanks for big time of this big pack of tools!
48830064,"***CITING***[https://hackforums.net/showthread.php?pid=48830054#pid48830054]***CITING***

How would you bring that up when talking to girls lol"
17676575,"ill buy the bronze pack, I need to host a booter, would you be able to upload the source and shit for me? If yes PM me I will buy this right away."
46756070,Thank you for the pack Enigma
17612868,"***CITING***[https://hackforums.net/showthread.php?pid=17612670#pid17612670]***CITING***

Sorry that the packages have to cost.."
46644695,Thanks for the pack. Gonna check it out now. :)
46656815,"I would love to get this pack.
Thanks for sharing  :)"
48764229,if you use the search feature you can find a lot of free and paid packs
48756479,"Just browse around HF you'll find some good tutorials, and I have a pack I can give you if you want to shoot me a pm."
48756442,"Ok, so I'm trying to ease into eWhoring. I've tried in the past, and only made like $20-$30, but haven't ever been successful since then.
So I quit eWhoring for a while, and now I want to get back into it.
I need your guys help, if you will be so kind to do so.
Can you link me some free eWhore packs?
What's a good place to start to talk to customers?
Can you give me some tips & tricks?
Thanks, if you guys can. I would really appreciate this! ***IMG***[images/smilies/blackhat.gif]***IMG***"
48734481,"If you get any charges against u in anyway the girl finds you, you be sure to pay in the 6-7numbers."
48734048,"***CITING***[https://hackforums.net/showthread.php?pid=48733966#pid48733966]***CITING***

What's the pack ? Bought from PJ thread ?"
48733898,"You can even bring your phone at school and fap to your pack(s)
in the school bathroom.

Been there... done that."
18141054,Installed Softaculous in all hosting packages. If anyone finds some problems then send me a PM or support ticket.
53910845,"lmao skids nobody will pull ur ip through pidgin unless your sending files over to each other he can packet sniff, but then again thats only if pidgin is p2p and i think it is? idk idc haven't looked into it"
21897191,EWW why'd I click this post the picture keeps showing up in my head. Fuck it imma flirt with my girl
48679554,"Let her do it for you fully? LOL? I used two girls in real life and taught them how to ""ewhore"" they made like 500 dollars their first night ever"
48670870,So i have sent pms to a few people but got no answer so can someone please send me a picture pack please?
48647585,Would love the packs man thanks
48646614,"Sounds good , Hope I'm able to get the pack.

Thank you"
48645253,"Hey, could I get the pack? :)"
48644697,"PM sent again! Enjoy the packs guys!

Note: Do not send begging PMs. I will completely ignore some of you."
48650928,PM sent! Enjoy the packs fellas!
25854882,Have a look around the 'Hacking Tools' section of the forums. Some guys even give out packs with everything you need to get started.
48652607,Anybody got any e-whoring packs for free which contain videos. Also any snap chat packs? please post link below. Thanks for everything in advanced.
52108463,"***CITING***[https://hackforums.net/showthread.php?pid=52108451#pid52108451]***CITING***

You need to let her decide weather or not she want's to comeback/stay with you. What is attempting to dox her going to benefit in your path?"
45167922,"Username:zippoman
Password:zippowoman
Location:Turkey
cant wait to try"
34020831,"Will use this pack soon, thank you sir!"
34071530,Thanks for the pack man! Checking it out now.
25023287,"I would love to have and use this pack of adfly bots!

thanks"
49774528,where is the hackpack i cant see it any where here
25495211,love this pack! download link please?
46875562,can u re-up bro? girls sure are hot
26635939,I'd really like the pack man :) I know I dont have 200 posts but im not a leecher.
50008302,"Can anyone provide me with a good dos tool or multiple a pack or something 

Thnx already"
42832701,"Yes, I was actually just looking for an icon pack like this thanks a lot."
17281867,"Id like this pack please (:
Thanks in advanced"
38241842,"***CITING***[https://hackforums.net/showthread.php?pid=38240356#pid38240356]***CITING***

I found it out when I was skyping with my girlfriend and I got a call from a friend.. then I went back and she was twerking xD"
49956011,"dude it's your girlfriend. Why would you even go through the hassle of ratting and all that. 

Just go through her phone when she's asleep or when your ""playing games"" on it. 
 
If she smells like another dudes cologne... Definately don't kiss me, my nigga.
After browsing, if she seems legit, I would just confront her with my feelings if their strong enough for me to feel shes cheating. 
That's probally why i'm 34 and live in my moms basement"
48324893,"***CITING***[https://hackforums.net/showthread.php?pid=48324869#pid48324869]***CITING***

So you'll ewhore using your own photos to get money to buy a pack and ewhore with the pack you just bought. Very logical."
48324846,"***CITING***[https://hackforums.net/showthread.php?pid=48324808#pid48324808]***CITING***

This ^

guys cmon give this girl some advice"
11450940,"No it's not possible to perform an attack like that on an IRCd, the whole concept of slowloris is to not complete the whole packet so apache will wait for it to finish, this will not happen with IRC. Opening and closing connections rapidly with a lot of bots will likely kill the IRCd anyways."
48286452,im ok .... i love my girl hahah
48286163,"After ewhoring for almost 3 years, I have become 'Fap Resistant'. Nothing gets me going unless I see a girl Nude in person. ;-)"
48285992,"I'm numb everything I see,  I go to xxx sites to gather pics, videos, even girls i know irl who send me nudes/vids and it doesn't even get a rise out of me, only seeing them in person might do something, what about the rest of yall?"
48247707,"""It is realy nice to finaly find a real girl on here :) Want to fuck?"""
45702840,Send me pass plz. I've already got the pack just forgot password lol please resend in a PM.
49627072,if you have to check her msgs its over bro
48131957,It is old pack. But thank you.
45724724,"Could I please get a copy of this hack pack?
Thanks."
45799490,can u send me this pack its look very nicee !!! #GRITZ_VORT3X
48109987,"SKYPE IM: Please PM me your skype id since i cant PM.
Beginner/Advanced/Semi-Pro? : Pro
How could you help out other members (if you can): Mentoring, earnings, high quality picture packs

Where is my message? lol."
44645691,Cyberghost doesn't allow port-forwarding to my knowledge. Get the $6 package at nvpn.net and you should be set.
48153586,Anyone know anyone with a good ewhore package who isn't banned lol
46848443,"Thanks for the packs!

Vouching for Sakurro, made me some money recently."
48086998,...Just get a pack with a shitload of pics and just don't send the nude ones ?
45753189,"Druze, Can I have this pack to please."
46275795,Can you send me the pack please?
47594499,Can i have the pack please? Thanks in advance
47982930,"I'd like the pack please, thank you very much in advance! :D"
48036645,"Yes it is possible. Infact, sometimes when I ewhore too much (see too many dicks) i pretend my picture pack girl is lesbian, in order to get real picks from other girls :) Shhhhhhhh"
48034911,"Just find a closeup porn vid of a girl masturbating and play that for him, tell him you just do your thing then end the call when its done."
48013912,I usually keep the same for months but I changed recently to have better packs with videos.
47995130,I would say try another girl pack ?
46644207,"Just let her go man, Also no matter how you ended it up girls always like to take revenge."
9683635,How do I know if my Wireless card supports packet injection?? please help me :D
9805947,"***CITING***[https://hackforums.net/showthread.php?pid=9785453#pid9785453]***CITING***

Also, You can Try..

aireplay-ng --test -a 11:22:33:44:55:66
This will test of your Alfa Supports Packet Injection..

Cheers..:)"
9788203,"***CITING***[https://hackforums.net/showthread.php?pid=9785453#pid9785453]***CITING***

Na!!
Never Heard ppl having packet injection problems with an ALFA before...
There will not be any probs..."
25511599,E-whoring is when you pretend to be a girl to earn money. Ther are plenty of ways to do it. Check out the e-whoring sub-forum for more info. But as a booter... You're not going to find a free one that is worth your time. Use the search bar at the top. Make sure to utilize it before making a thread.
11143871,Anyone know why my cain and abel says I have no packets going in or out?
47909259,"Lol you can try some of the girls that hang with Dan Bilzerian, he tags them sometimes. Their photos are usually pretty explicit."
46759240,A suggestion: Don't talk to girls :)
47885737,"Dude no i really don't know anything about rats or how to put viruses and i really won't add me on skype and you will see the pack i can't send messages i forgot -_-

skype: xristarasblaum

i will show you that i am legit and not a liar who tries to put rats or viruses"
47885693,"Can you send me the pack bro? Don't have enough posts, thanks in advance.

Cheers!"
45817965,"Lol why don't you just ask her instead? ""Hey babe, what was your first car?""
Nothing suspicious here. ***IMG***[images/smilies/hehe.gif]***IMG***"
45817943,Stop snooping round her shit if she wanted to give you it she would.
47860702,"does anyone know any sites for gay traffic ? and picture packs :P? im thinking that i can make more out of gay fuc*s
[/align]"
29095558,i would love to have this pack mate :)
750157,"i followed the tutorial to the exact word but when i entered the victims ip address and pressed connect it could not connect to the victim. It was my girlfriends laptop that i sent the file to and opened it on her laptop also.
I disabled all her av before it started also. 

HELP!!!!!!!!!!!!!!!!!!!!"
43448907,"I also bought alfa awus036h  and that adapter is pretty good.

U should get an extra 7 dbi panel antenna. (or get it in package)"
15222862,Im After a Reseller Not just a Normal Vps package!
47580003,"Name :Nick
Age:16
Skype:Partyxxbot
Earnings this month?: $76 
Have you got your own pack: Yes"
47575518,"Name : badge
Age: 17
Skype: pm me?
Earnings this month?: nothing as I've started back up.
Have you got your own pack: my own pack I made? nope not as of yet."
46582296,Yeah I had this problem it ended up that she was crazy as hell
47648626,"***CITING***[https://hackforums.net/showthread.php?pid=47648524#pid47648524]***CITING***

What will that Tech Savvy guy report ? Will he say that "" I was asking free nudes from her but she didn't send me so I am reporting her """
44974787,"Might sound irrelevant but if you suspect your girl from cheating, means that you don't trust her. If you don't trust her, you shouldn't really be with her."
47545183,Look for boxxy's guide. It's very detailed and contains everything u need including pic packs and other useful gigs
38393877,Very nice pack!!! Photos are very helpful for ewhoring. Thank you!!!
44567727,Thx for the pack bro! got it quickly!
52504730,Why don't you sit her down and have a normal family discussion with her.
46616609,"***CITING***[https://hackforums.net/showthread.php?pid=46616510#pid46616510]***CITING***

Ahh I never asked for her snapchat. Thanks for reminding me."
42519036,"***CITING***[https://hackforums.net/showthread.php?pid=42518741#pid42518741]***CITING***
Yeah.. Use your fantasy here.. Use a tent, car, Laptop in a backpack and connect to it through a smartphone (RDP) etc"
9021819,works pretty good i did it on my sister's computer and told her she has a virus lol she started tripping haha good share man
25231368,"***CITING***[https://hackforums.net/showthread.php?pid=25229987#pid25229987]***CITING***

Thank you for helping me out and I did try but everything she has is private and I have no mutual friends.  So that method is not going to work, but thanks again!"
47394266,Closed forever. No morse packets
42457575,"***CITING***[https://hackforums.net/showthread.php?pid=42457029#pid42457029]***CITING***
The file:
***LINK***https://www.dropbox.com/s/8z0k5wke55zmy0...capng?dl=0[https://www.dropbox.com/s/8z0k5wke55zmy0w/Packet.pcapng?dl=0]***LINK***
Download tell me"
42456385,"***CITING***[https://hackforums.net/showthread.php?pid=42455339#pid42455339]***CITING***

Now what is that? ***IMG***[images/smilies/hehe.gif]***IMG*** Can you smoke that?***IMG***[images/smilies/roflmao.gif]***IMG***

Can you explain what a TCP packet is? How its used? and what you're looking for?

Once uppon a time there was a crazy professor that sent a whole message with TCP/IP packets with the help of pigeons. It took a month or so with some packet loss"
37476575,"Cyllon,

I am just now getting my feet wet so to speak, just now start looking in to ewhoring. If I may ask for this pack. I want to learn more about the trade and check out the pack:)

Thank you."
37488107,Thank you for the big e-whore pack.
38704465,"Just bought the diamond pack, looking forward to checking it out ^^"
37678400,"Thanks for this pack.
I'm looking forward to making some money from it."
13063542,"downloading now!
hoping this works on iconpackager :L"
47308325,I made my very first e whore pack using a couple tools and some patience contemplating on selling it
47299211,"I did some ewhoring on my phone. I used to download packs with iFile and put the pics in a hidden vault but I got really lazy and just put the 1-3 previews on my camera roll.

I can see how a phone used just for ewhoring can boost your earnings though."
47299123,"Well, i ewhore on mobile, i use kik and to get the pack, i just went to dropbox and putted the pics there, then i downloaded dropbox on my phone and went in and screenshotted all the pictures, then went to appstore and downloaded photovault, putted all my pics in there and then i just deleted them from my own galleries, everytime some1 wants anything then i just go in the photovault and screenshot and send it to him, and then delete it after ;)"
41833982,"Yes, sniff the packets dude, there was some shit I think the first one was Cybershark and the other one was Putty, you can actually view all of his sent packets (usernames, passwords, anything basically) on sites with no SSL encryption. If you need help pm me, I'll give you a few useful links buddy, used to do this in a hotel before."
47139968,"PMed you for pack 4 please. Btw, is it just me or are the previews for Kali and Luna the same?? Thanks!"
45898965,"Thanks for the pack! , appreciated it!!"
46147898,Can I have this pack please? Thanks in advanced.
46841072,"Hi i have sent you the pm,can i have this pack please,thank you"
41613807,"Iphones do not support packet injection, even jailbroken there isnt much you can do. I have an app called iwep pro that uses known algorithms for some specific routers/brands and thats the best i found."
46633132,"hahahaha that attitude changed quick!!! She got up looking all shocked and scared. This is really funny, ol' buddy handled that pretty well"
47177176,"I'm interested in this, I just started e whoring and so far no luck with the packs I'm using"
41592275,"Check the spam folder for your details. If you still haven't see it, it means the package has not been activated."
43310918,"***CITING***[https://hackforums.net/showthread.php?pid=43310800#pid43310800]***CITING***
Girl 4 is the best indeed tho it had a BIG peoblem witch is have low amount of pictures :\ if she had more that was perfect"
43310800,"***CITING***[https://hackforums.net/showthread.php?pid=39524616#pid39524616]***CITING***

I was just think the same exact thing. Thanks OP much appreciated! Will defiantly be giving girl 4 a shot."
43310772,"Nice free packs OP, will help the E-whoring community ***IMG***[images/smilies/thumbsup.gif]***IMG***"
43138862,"Thanks for the packs man,keep up the good work."
41410580,"Hi,

I want to buy a powerful antenna to experiment wifi penetration. But I'm quite lost with all the products.

Do you have a nice reference ? Something that could listen to wifi in a few kilometers ?

Do I have to plug it to an usb dongle ? If so, do you also know a good reference ? I would need a dongle that allow packets injection.

Thank you :)"
